title,genre
Furiosa: A Mad Max Saga,"اکشن , علمی تخیلی , ماجراجویی , هیجان انگیز"
Stargate,"اکشن , علمی تخیلی , ماجراجویی"
Toilet: A Love Story,"درام , عاشقانه , کمدی"
The Vanishing,"رازآلود , هیجان انگیز"
The Killing,"film-noir , جنایی , درام , هیجان انگیز"
Federer: Twelve Final Days,"مستند , ورزشی"
Trigger Warning,"اکشن , هیجان انگیز"
Miller’s Girl,"درام , کمدی"
Adagio,"اکشن , جنایی , هیجان انگیز"
The Zone of Interest,"تاریخی , جنگی , درام"
The Great Lillian Hall,درام
Handling the Undead,"ترسناک , درام , رازآلود"
IF,"انیمیشن , خانوادگی , درام , فانتزی , کمدی"
The Secret World of Arrietty,"انیمیشن , خانوادگی , درام , فانتزی , ماجراجویی"
Remember Sunday,"درام , عاشقانه"
Red Cliff,"اکشن , تاریخی , جنگی , درام , ماجراجویی"
Anna and the King,"تاریخی , درام , عاشقانه"
All That Jazz,"آهنگ , درام , موزیکال"
Winnie-the-Pooh: Blood and Honey 2,"ترسناک , هیجان انگیز"
"Sometimes, I Think About Dying","درام , عاشقانه , کوتاه"
I Saw the TV Glow,"ترسناک , درام"
Colors of Evil: Red,"جنایی , درام , رازآلود , هیجان انگیز"
Red Beard,درام
Sorority Row,"ترسناک , رازآلود"
Bade Miyan Chote Miyan,ali abbas zafar
Late Bloomers,کمدی
Hit Man,"اکشن , جنایی , عاشقانه , کمدی"
The Blue Angels,مستند
Am I OK?,"درام , عاشقانه , کمدی"
All Dogs Go to Heaven,"انیمیشن , خانوادگی , درام , فانتزی , کمدی , ماجراجویی , موزیکال"
Under Paris,"اکشن , ترسناک , درام , هیجان انگیز , ورزشی"
The Point Men,"اکشن , جنایی , درام , هیجان انگیز"
The Experiment,"درام , هیجان انگیز"
The Beast (La bête),"درام , عاشقانه , علمی تخیلی , هیجان انگیز"
Forgotten Love,"درام , عاشقانه"
My Oni Girl,"انیمیشن , خانوادگی , درام , فانتزی , ماجراجویی"
Die Hart 2: Die Harter,اکشن
"LaRoy, Texas","جنایی , کمدی , هیجان انگیز"
Omen IV: The Awakening,ترسناک
Damien: Omen II,ترسناک
Imaginary,"ترسناک , رازآلود , هیجان انگیز"
Bloodline Killer,"ترسناک , هیجان انگیز"
Knox Goes Away,هیجان انگیز
Love Lies Bleeding,"اکشن , جنایی , رازآلود , عاشقانه , ماجراجویی , هیجان انگیز"
The First Omen,ترسناک
Crew,"درام , کمدی"
Atlas,"اکشن , درام , علمی تخیلی , ماجراجویی , هیجان انگیز"
Maidaan,"بیوگرافی , تاریخی , درام , ورزشی"
Civil War,"اکشن , ماجراجویی , هیجان انگیز"
Golden Kamuy,"اکشن , تاریخی , ماجراجویی , وسترن"
Boy Kills World,"اکشن , جنایی , هیجان انگیز"
The Fall Guy,"اکشن , درام , کمدی"
The Fox (Der Fuchs),"تاریخی , جنگی , درام"
Thelma the Unicorn,"انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی , موزیکال"
Aavesham,"اکشن , کمدی"
Godzilla: Planet of the Monsters,"اکشن , انیمیشن , علمی تخیلی , ماجراجویی"
Baghead,ترسناک
Blue Giant,"آهنگ , انیمیشن , درام"
Sting,"ترسناک , علمی تخیلی , هیجان انگیز"
Sasquatch Sunset,"اکشن , کمدی , ماجراجویی"
Beautiful Wedding,"عاشقانه , کمدی"
Shin Godzilla,"اکشن , ترسناک , درام , علمی تخیلی"
Godzilla x Kong: The New Empire,"اکشن , علمی تخیلی , ماجراجویی , هیجان انگیز"
Mars Express,"اکشن , انیمیشن , رازآلود , علمی تخیلی , هیجان انگیز"
Disappear Completely,"ترسناک , هیجان انگیز"
Manjummel Boys,"ماجراجویی , هیجان انگیز"
The Last Stop in Yuma County,"جنایی , هیجان انگیز"
The Ministry of Ungentlemanly Warfare,"اکشن , جنگی , درام"
The Miracle Club,"درام , کمدی"
Dusk for a Hitman,جنایی
Abigail,"ترسناک , هیجان انگیز"
Ghostbusters: Frozen Empire,"علمی تخیلی , فانتزی , کمدی , ماجراجویی"
City Hunter,"اکشن , جنایی , رازآلود , عاشقانه , کمدی"
Madgaon Express,"درام , کمدی"
Shaitaan,"ترسناک , هیجان انگیز"
Force of Nature: The Dry 2,هیجان انگیز
Cabrini,"بیوگرافی , درام"
Unfrosted,"بیوگرافی , تاریخی , کمدی"
Something in the Water,هیجان انگیز
The Idea of You,"درام , عاشقانه"
The Long Game,"تاریخی , درام"
Turtles All the Way Down,"درام , عاشقانه"
Godzilla Minus One,"اکشن , ترسناک , درام , علمی تخیلی , ماجراجویی"
Bad Hombres,"جنایی , هیجان انگیز"
Words on Bathroom Walls,"درام , عاشقانه"
We’re No Angels,"جنایی , کمدی"
"Tiger, Blood in the Mouth","درام , ورزشی"
Theeb,"درام , ماجراجویی , هیجان انگیز"
French Girl,کمدی
Infested (Vermines),ترسناک
Tiger,مستند
The Way He Looks,"درام , عاشقانه"
MR-9: Do or Die,"اکشن , درام , هیجان انگیز"
Yodha,"اکشن , درام , هیجان انگیز"
Einstein and the Bomb,"تاریخی , مستند"
The Blind,درام
The Runaways,"آهنگ , بیوگرافی , درام"
The Place,"درام , رازآلود , هیجان انگیز"
Humane,"ترسناک , هیجان انگیز"
Cash Out,اکشن
Exhuma,"ترسناک , رازآلود , هیجان انگیز"
The Party,"عاشقانه , کمدی"
The Legend and Butterfly,"تاریخی , درام , عاشقانه"
The Isle,"درام , هیجان انگیز"
Justice League: Crisis on Infinite Earths – Part Two,"اکشن , انیمیشن , علمی تخیلی , فانتزی , ماجراجویی"
The Cold Light of Day,"اکشن , هیجان انگیز"
Drive-Away Dolls,"اکشن , کمدی , هیجان انگیز"
Aftermath,"درام , رازآلود , علمی تخیلی"
Arthur the King,"درام , ماجراجویی"
Monkey Man,"اکشن , هیجان انگیز"
The Beaver,درام
Speed Racer,"اکشن , خانوادگی , درام , علمی تخیلی , کمدی , ماجراجویی , ورزشی"
Freedom (Libertate),"جنگی , درام , هیجان انگیز"
Southbound,ترسناک
Red River,"درام , وسترن"
Red Dog,"بیوگرافی , خانوادگی , درام , عاشقانه , کمدی"
Snack Shack,کمدی
Asphalt City,"درام , هیجان انگیز"
Problemista,کمدی
Blood for Dust,"اکشن , جنایی , هیجان انگیز"
Psycho IV: The Beginning,"ترسناک , رازآلود , هیجان انگیز"
Prozac Nation,"بیوگرافی , درام , عاشقانه"
Palo Alto,درام
New Kung Fu Cult Master,"اکشن , فانتزی"
My Best Friend’s Wedding,"درام , عاشقانه , کمدی"
Breathe,"اکشن , هیجان انگیز"
Morgan,"اکشن , ترسناک , علمی تخیلی , هیجان انگیز"
Rebel Moon – Part Two: The Scargiver,"اکشن , درام , علمی تخیلی , فانتزی , ماجراجویی"
The Three Musketeers – Part II: Milady,"اکشن , تاریخی , ماجراجویی"
The Tearsmith,"درام , عاشقانه , فانتزی"
Mississippi Burning,"جنایی , درام , رازآلود , هیجان انگیز"
Lunana: A Yak in the Classroom,"خانوادگی , درام"
Woody Woodpecker Goes to Camp,"خانوادگی , فانتزی , کمدی , ماجراجویی"
Lilya 4-Ever,"جنایی , درام"
Immaculate,ترسناک
Dune: Part Two,"اکشن , درام , علمی تخیلی , ماجراجویی"
Evil Does Not Exist,درام
Lilo and Stitch 2: Stitch Has a Glitch,"انیمیشن , خانوادگی , درام , علمی تخیلی , کمدی"
James and the Giant Peach,"انیمیشن , خانوادگی , فانتزی , ماجراجویی , موزیکال"
I Am Zlatan,"بیوگرافی , درام , ورزشی"
Humpty Sharma Ki Dulhania,"درام , عاشقانه , کمدی"
Golmaal Returns,"جنایی , رازآلود , کمدی"
Goal! The Dream Begins,"درام , عاشقانه , ورزشی"
Girls Trip,"درام , کمدی , ماجراجویی"
Huesera: The Bone Woman,"ترسناک , درام"
Damaged,"اکشن , جنایی , درام , رازآلود , هیجان انگیز"
Windcatcher,خانوادگی
Slow,"درام , عاشقانه"
Night Swim,"ترسناک , هیجان انگیز"
Wicked Little Letters,"تاریخی , جنایی , درام , رازآلود , کمدی"
Prey,"اکشن , هیجان انگیز"
10 Days of a Good Man,"جنایی , درام , رازآلود , هیجان انگیز"
Scoop,"بیوگرافی , درام"
Sleeping Dogs,"جنایی , رازآلود , هیجان انگیز"
Kung Fu Panda 4,"اکشن , انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی"
Fright Night 2,"اکشن , ترسناک , درام , رازآلود , فانتزی , کمدی , ماجراجویی , هیجان انگیز"
Friday the 13th: A New Beginning,"ترسناک , رازآلود , هیجان انگیز"
Fireworks,"جنایی , درام , عاشقانه , هیجان انگیز"
Chang An,"انیمیشن , تاریخی"
La Chimera,"عاشقانه , فانتزی , کمدی , ماجراجویی"
Música (Musica),"عاشقانه , کمدی"
Exposed,"جنایی , درام , رازآلود , هیجان انگیز"
Dude,"درام , کمدی"
Just the Two of Us,"درام , هیجان انگیز"
The Wages of Fear,"اکشن , درام , ماجراجویی , هیجان انگیز"
Hotel Inferno,"اکشن , ترسناک"
Disturbia,"جنایی , درام , رازآلود , هیجان انگیز"
Dilwale,"اکشن , درام , عاشقانه , کمدی"
The Settlers (Los colonos),"تاریخی , جنایی , درام , وسترن"
Ordinary Angels,درام
Tiger Stripes,ترسناک
The Spider Within: A Spider-Verse Story,"انیمیشن , ترسناک , علمی تخیلی , کوتاه , هیجان انگیز"
Dark Passage,"film-noir , هیجان انگیز"
Daddy Long Legs,"عاشقانه , موزیکال"
Shirley,"بیوگرافی , تاریخی , درام"
There’s Still Tomorrow,"درام , کمدی"
Curse of the Golden Flower,"اکشن , درام , عاشقانه"
Black Venus,"تاریخی , درام"
Teri Baaton Mein Aisa Uljha Jiya,"درام , عاشقانه , علمی تخیلی , کمدی"
Bedazzled,"فانتزی , کمدی"
Fighter,"اکشن , جنگی , ماجراجویی , هیجان انگیز"
bad education,"جنایی , درام"
The First Slam Dunk,"انیمیشن , درام , کمدی , ورزشی"
You’ll Never Find Me,"ترسناک , هیجان انگیز"
The Monk and the Gun,"درام , کمدی"
On Fire,"درام , رازآلود , هیجان انگیز"
Road House,"اکشن , هیجان انگیز"
Bob Marley: One Love,"آهنگ , بیوگرافی , درام"
Night Shift,"ترسناک , هیجان انگیز"
The Shadowless Tower,درام
Ghajini,"اکشن , درام , رازآلود , عاشقانه , هیجان انگیز"
Fan,"اکشن , درام , هیجان انگیز"
5lbs of Pressure,"جنایی , عاشقانه , هیجان انگیز"
Parallel,"درام , علمی تخیلی , هیجان انگیز"
Madame Web,"اکشن , علمی تخیلی , ماجراجویی , هیجان انگیز"
I.S.S.,"علمی تخیلی , هیجان انگیز"
Alienoid: The Return to the Future,"اکشن , علمی تخیلی , فانتزی"
Little Wing,"درام , ورزشی"
The Royal Hotel,هیجان انگیز
Origin,"تاریخی , درام"
Sometimes I Think About Dying,"درام , عاشقانه , کمدی"
War Is Over!,"انیمیشن , جنگی , کوتاه"
The Last Repair Shop,"آهنگ , کوتاه , مستند"
Hi Nanna,"خانوادگی , درام , عاشقانه"
All the Names of God,"اکشن , درام , ماجراجویی , هیجان انگیز"
96th Annual Academy Awards (The Oscars),آهنگ
American Dreamer,کمدی
Merry Christmas,"درام , رازآلود , هیجان انگیز"
JJ+E,"درام , عاشقانه"
Trouble with the Curve,"درام , ورزشی"
The Villagers,"اکشن , جنایی , رازآلود , هیجان انگیز"
Kingdom 3,"اکشن , تاریخی , جنگی"
The Silence,"جنایی , درام , هیجان انگیز"
The Science of Sleep,"درام , عاشقانه , فانتزی , کمدی"
The Peasants (Chlopi),"انیمیشن , تاریخی , درام"
Damsel,"اکشن , فانتزی , ماجراجویی"
Ricky Stanicky,کمدی
Amelia’s Children,"ترسناک , هیجان انگیز"
Anselm,مستند
The Taste of Things,"تاریخی , درام , عاشقانه"
Perfect Days,درام
Argylle,"اکشن , هیجان انگیز"
Poor Things,"درام , عاشقانه , علمی تخیلی , کمدی"
War Pony,درام
The Prince and Me,"خانوادگی , عاشقانه , کمدی"
The Mystery of Marilyn Monroe: The Unheard Tapes,"بیوگرافی , مستند"
The Midnight Meat Train,"ترسناک , رازآلود , هیجان انگیز"
The Idiots,"درام , کمدی"
Game On,"اکشن , درام , عاشقانه , کمدی , ماجراجویی , هیجان انگیز"
Mea Culpa,"جنایی , درام , هیجان انگیز"
Air Force One Down,"اکشن , هیجان انگیز"
Occupied City,"تاریخی , جنگی , مستند"
The Goldman Case,"تاریخی , جنایی , درام"
My Name Is Loh Kiwan,"درام , عاشقانه"
Megamind vs. The Doom Syndicate,"اکشن , انیمیشن , جنایی , خانوادگی , علمی تخیلی , کمدی , ماجراجویی"
Spaceman,"درام , علمی تخیلی , ماجراجویی"
Monster (Kaibutsu),"درام , هیجان انگیز"
Code 8: Part II,"اکشن , جنایی , درام , علمی تخیلی , هیجان انگیز"
Lisa Frankenstein,"ترسناک , عاشقانه , کمدی"
Out of Darkness,"ترسناک , هیجان انگیز"
The Sweet East,درام
Only the River Flows,"جنایی , درام , رازآلود , هیجان انگیز"
